product_id,personalized_score,strategy,category,unique_user_id,user_type
ddb6c5abf4328c9648eae0b4a41c38f4,0.6041907968785046,active_regular_hybrid,moveis_decoracao,873e4275daabf5ab6eff5331277244a4,active_regular
72b95452ea4355dd9f749878759c92d0,0.4,active_regular_hybrid,moveis_decoracao,873e4275daabf5ab6eff5331277244a4,active_regular
b4df91f3ebb544f655bc35ddc68a85ea,0.4,active_regular_hybrid,moveis_decoracao,873e4275daabf5ab6eff5331277244a4,active_regular
f26d0caaa778c717f696ce339dd7c927,0.39999999999999974,active_regular_hybrid,moveis_decoracao,873e4275daabf5ab6eff5331277244a4,active_regular
322b149a56769e166a6fc004f3181622,0.39999999999999974,active_regular_hybrid,moveis_decoracao,873e4275daabf5ab6eff5331277244a4,active_regular
03c1fa561b6e1d70f9fa22ab1f08c762,0.39999999999999974,active_regular_hybrid,moveis_decoracao,873e4275daabf5ab6eff5331277244a4,active_regular
d54c5b81fc2b38707588dd4eddc7c594,0.39999999999999974,active_regular_hybrid,moveis_decoracao,873e4275daabf5ab6eff5331277244a4,active_regular
58249dbd9270974a6a9d8f0222410165,0.39999999999999974,active_regular_hybrid,moveis_decoracao,873e4275daabf5ab6eff5331277244a4,active_regular
60c7abb839b47c7e3732ff91c16c7c2d,0.39999999999999974,active_regular_hybrid,moveis_decoracao,873e4275daabf5ab6eff5331277244a4,active_regular
35bb9bb34081e700884cfbc67daceb12,0.39999999999999974,active_regular_hybrid,moveis_decoracao,873e4275daabf5ab6eff5331277244a4,active_regular
c6d339a1fa8873b1ffe76fb1b7cc10f1,1.2704318660536644,new_user_content,esporte_lazer,6efb7dc38e85a310c7e72b291d947fcf,new_user
1405f399d2e4807af6ce6a2519e2ed7b,1.2704318660536642,new_user_content,esporte_lazer,6efb7dc38e85a310c7e72b291d947fcf,new_user
2174a02a3c42e648e408c9b3505c54d3,1.2704318660536642,new_user_content,esporte_lazer,6efb7dc38e85a310c7e72b291d947fcf,new_user
6e24ce18a756dce11359936057941ad6,1.2704318660536642,new_user_content,esporte_lazer,6efb7dc38e85a310c7e72b291d947fcf,new_user
f3dbf072e817667fbde052aae313cce1,1.2704318660536642,new_user_content,esporte_lazer,6efb7dc38e85a310c7e72b291d947fcf,new_user
9a382deec088553d7695394b64c09086,1.2704318660536642,new_user_content,esporte_lazer,6efb7dc38e85a310c7e72b291d947fcf,new_user
03ba2b6c24374d16022585b6b1b385e1,1.2704318660536642,new_user_content,esporte_lazer,6efb7dc38e85a310c7e72b291d947fcf,new_user
af026a1d23fa6bede158c62c22ca135c,1.2704318660536642,new_user_content,pet_shop,6efb7dc38e85a310c7e72b291d947fcf,new_user
db4e53a9c9aa94503fbeb12a2fdbf7ba,1.2704318660536642,new_user_content,esporte_lazer,6efb7dc38e85a310c7e72b291d947fcf,new_user
693e8a3550dfe12cd2a3f2a3f01b6130,1.2704318660536642,new_user_content,cama_mesa_banho,6efb7dc38e85a310c7e72b291d947fcf,new_user
0874407d58fad5ce1eecc2f372fc8dbd,4.139116963561614,new_user_content,cama_mesa_banho,23df7c519d15201c2c60f0ab1ae41814,new_user
16c47be00ea2407eaa988afdc442e863,4.139116963561614,new_user_content,cama_mesa_banho,23df7c519d15201c2c60f0ab1ae41814,new_user
e0e2e29a516b06947e388d20aa7bf7a6,4.139116963561614,new_user_content,cama_mesa_banho,23df7c519d15201c2c60f0ab1ae41814,new_user
c1682e15732b5ae93506aac9133944e1,4.139116963561614,new_user_content,cama_mesa_banho,23df7c519d15201c2c60f0ab1ae41814,new_user
56a474f5d7d6cfaa8500cddd0aa35bba,4.139116963561614,new_user_content,cama_mesa_banho,23df7c519d15201c2c60f0ab1ae41814,new_user
1729a1b7ec6947d5c878e70e80172790,4.139116963561614,new_user_content,cama_mesa_banho,23df7c519d15201c2c60f0ab1ae41814,new_user
14e3a1344aba7a9d568e0aa446da24be,4.139116963561614,new_user_content,cama_mesa_banho,23df7c519d15201c2c60f0ab1ae41814,new_user
39af958c865cffb372490d50c207d776,4.139116963561614,new_user_content,cama_mesa_banho,23df7c519d15201c2c60f0ab1ae41814,new_user
70b487a87fee25bc56455501bdc83501,4.139116963561614,new_user_content,cama_mesa_banho,23df7c519d15201c2c60f0ab1ae41814,new_user
4e299043dd819cc6f103f77b4bcf11eb,4.139116963561614,new_user_content,cama_mesa_banho,23df7c519d15201c2c60f0ab1ae41814,new_user
94972ba3b1856e8453d8a0b4d522aa36,2.602801171655951,new_user_content,cama_mesa_banho,a51c10e4ba5836dce272ad99d9f36283,new_user
32dfa38395ccd47d7b320470b0514fee,2.602801171655951,new_user_content,cama_mesa_banho,a51c10e4ba5836dce272ad99d9f36283,new_user
