product_id,predicted_rating,score_source,unique_user_id,rated_product_count,category
154e46f42e5665a0af25d2fc7c9e3321,4.092362604656643,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,esporte_lazer
d6def90f2db6db438426d0434ba7c190,4.092362604656643,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,esporte_lazer
b0dda79e79fdc30a862d527ffffdf4bc,4.092362604656643,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,esporte_lazer
5118d39afe332258d1428a98db06e8c8,4.092362604656643,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,esporte_lazer
49c934af2be4194ac63262d60745fcb0,4.092362604656643,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,esporte_lazer
cde1665c376260772c25ed5dba63bd82,4.0717582994931485,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,esporte_lazer
8a83947ee16d41d5e83dd90b7d28caee,4.071658859869381,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,esporte_lazer
f0a7113644fce6d200240a1d0dba2b9b,4.07146796517998,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,esporte_lazer
8b8b4d3f77864f6e8f6b35fc23ff63ca,4.071452504457884,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,esporte_lazer
6df11ffefdab6d8afd1532c5f2f05fb3,4.071431548763491,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,esporte_lazer
87fcf2104f6c632428115466bab2c16b,4.071412692776206,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,esporte_lazer
04a4e9d8c0dc6b2b4b8e24ea78a8f318,4.071396371943008,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,esporte_lazer
c7079d23bead81759eb7c670b96728bc,4.071394430942201,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,esporte_lazer
3d5aae192e9628dfabdd07de7fb14aa4,4.07133035754815,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,esporte_lazer
3b17509fe0ed9bc707f338cdeed4fb45,4.07125598488137,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,esporte_lazer
17efcba3c09566b89c945ef563f381d2,4.071244422705031,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,esporte_lazer
3f55594c92f61283dd292a1e6f1c6427,4.071238549591018,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,esporte_lazer
d5852e1fab9be489b5371a70adad7494,4.071167693905159,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,esporte_lazer
596363933adf57df745ecbc8afeec226,4.070976540430626,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,esporte_lazer
54ae1a64e9af8424bcf3162a0df487c7,4.050354045106831,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,esporte_lazer
f9ecf420c38b90a8af8e7f70fd789264,4.050354045106831,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,esporte_lazer
114d1f71a8c0da5baa0894d00b9debb6,4.050354045106831,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,esporte_lazer
5ad10e52cf040b4a6fe4f0c0d513d3cc,4.050354045106831,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,esporte_lazer
f0c28cf1f8a109a1dc6708397a353ec2,4.040569854582074,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,fashion_bolsas_e_acessorios
8e7d61accfa0de8e8981dba016ab2646,4.040569854582074,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,fashion_bolsas_e_acessorios
c66d6e9a7e915171e7e3102f9afee78c,4.040569854582074,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,fashion_bolsas_e_acessorios
b587e5fbc8f3573cb77c210bae6c3093,4.040569854582074,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,fashion_bolsas_e_acessorios
98fa242dbcad30eeec98b1187ef08db3,4.040569854582074,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,fashion_bolsas_e_acessorios
985917955434700f83de118d8978d560,4.040569854582074,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,fashion_bolsas_e_acessorios
2202fbe16d5626431835d6000350cea3,4.040569854582074,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,fashion_bolsas_e_acessorios
4965fd68b4fa0cab5fca575c3b4f4b73,4.040569854582074,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,fashion_bolsas_e_acessorios
38cd38029795797c97b73421fdad08cf,4.040569854582074,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,fashion_bolsas_e_acessorios
f8714e3b95aadcbfb57568c5e09df884,4.040569854582074,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,fashion_bolsas_e_acessorios
b96115c5e5fa5f083da5650e74411738,4.040569854582074,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,fashion_bolsas_e_acessorios
1095f63b46911593e051ed9a0d31fe87,4.040569854582074,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,fashion_bolsas_e_acessorios
281a353d0819c43883117f23a99a8410,4.040569854582074,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,fashion_bolsas_e_acessorios
1669a8ef7e316417da468a3599115231,4.040569854582074,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,fashion_bolsas_e_acessorios
b415213dee0b8051901b7ebe5a6b99f4,4.040569854582074,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,fashion_bolsas_e_acessorios
e4db070498b75e666a0736eb2f0abcd4,4.040569854582074,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,fashion_bolsas_e_acessorios
6d9a616e3f494f52af56e49a61b9a327,4.040569854582074,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,fashion_bolsas_e_acessorios
e16c02dd52598b26d3402ef8ca15448d,4.040569854582074,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,fashion_bolsas_e_acessorios
156929d95f2ef8373a04db2cb82bc3e1,4.040569854582074,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,fashion_bolsas_e_acessorios
6bbd7902820d4d6477f93b1d2b8370d9,4.040569854582074,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,fashion_bolsas_e_acessorios
08fa0d50b027a64e8600e9c04759c825,4.039552758678657,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,esporte_lazer
22c404f4f28ee0c4d62d5af7993ecffa,4.039552758678657,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,esporte_lazer
63c91bb26c656cd5fe0d2ca82b632c84,4.039552758678657,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,esporte_lazer
cb2a50959c992d8d56a80c45b59e0441,4.039552758678657,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,esporte_lazer
39d2584d35b8c7a0deed61ac2e884b9a,4.039552758678657,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,esporte_lazer
d2a0d941f4d70b5ec52ae23a1290cd0a,4.039552758678657,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,esporte_lazer
fddc61a36e83f12b665d068c07411aa7,4.039552758678657,content_based,8d50f5eadf50201ccdcedfb9e2ac8455,14,esporte_lazer
938f95c14baec1a1fd57ce55ab5a8af5,3.3568712604647497,content_based,3e43e6105506432c953e165fb2acf44c,13,moveis_decoracao
9794fba8c8aa64ab4fece2d3cbe731e9,3.3568712604647497,content_based,3e43e6105506432c953e165fb2acf44c,13,moveis_decoracao
e3d56b75987accb32f776ba6c710913e,3.3568712604647493,content_based,3e43e6105506432c953e165fb2acf44c,13,moveis_decoracao
16241e79b047426033194065d8b321b2,3.3568712604647493,content_based,3e43e6105506432c953e165fb2acf44c,13,moveis_decoracao
7ad0b0e87f7c4eb1b68a8cebf875257b,3.3568712604647493,content_based,3e43e6105506432c953e165fb2acf44c,13,moveis_decoracao
e357a8646a17191f03fd9f833a0fa29b,3.3568712604647493,content_based,3e43e6105506432c953e165fb2acf44c,13,moveis_decoracao
8efa775719397f78f79c8e5c7b0afbd4,3.3568712604647493,content_based,3e43e6105506432c953e165fb2acf44c,13,moveis_decoracao
75f32a954f5bb6bde77612be80c9293d,3.3568712604647493,content_based,3e43e6105506432c953e165fb2acf44c,13,moveis_decoracao
825993135690981b6014a46dbe75707e,3.3568712604647493,content_based,3e43e6105506432c953e165fb2acf44c,13,moveis_decoracao
35b265fd684b08f6f780239bf05a390b,3.3568712604647493,content_based,3e43e6105506432c953e165fb2acf44c,13,moveis_decoracao
414c53fa9c5cc4a0390682aeb2e25ec1,3.3568712604647493,content_based,3e43e6105506432c953e165fb2acf44c,13,moveis_decoracao
29b85c2f1ec5f4d02b03737a8fd3698b,3.3568712604647493,content_based,3e43e6105506432c953e165fb2acf44c,13,moveis_decoracao
6bf1cd252d73626ab181be470f56e07b,3.3568712604647493,content_based,3e43e6105506432c953e165fb2acf44c,13,moveis_decoracao
8894c64689c2a3a29e2fff744de30e46,3.3568712604647493,content_based,3e43e6105506432c953e165fb2acf44c,13,moveis_decoracao
555cf217f3f7376ea7ba4af273c56739,3.3568712604647493,content_based,3e43e6105506432c953e165fb2acf44c,13,moveis_decoracao
f521813909e310116b6b2f0b11f3dd44,3.3568712604647493,content_based,3e43e6105506432c953e165fb2acf44c,13,moveis_decoracao
fb949f35bd1873f846cb7246d9db81b0,3.3568712604647493,content_based,3e43e6105506432c953e165fb2acf44c,13,moveis_decoracao
77922dd87928c2cf9225946dac2a27a7,3.3568712604647493,content_based,3e43e6105506432c953e165fb2acf44c,13,moveis_decoracao
81d1cd44929d9c3a1f3bfd0a0c164baf,3.3568712604647493,content_based,3e43e6105506432c953e165fb2acf44c,13,moveis_decoracao
c0c5899d3df29722ba3f12be79dfeb10,3.3568712604647493,content_based,3e43e6105506432c953e165fb2acf44c,13,moveis_decoracao
26ead2db8f3cb1ee3456206dc231f94d,2.7331836767383777,content_based,3e43e6105506432c953e165fb2acf44c,13,moveis_quarto
0a56efd5f050d3f861a04c6f005d1128,2.7331836767383773,content_based,3e43e6105506432c953e165fb2acf44c,13,casa_construcao
3a56185b0baa8dc98beef8ebba000b96,2.7331836767383773,content_based,3e43e6105506432c953e165fb2acf44c,13,casa_construcao
d059a71823fafe40e36dc1b9d7fa7819,2.7331836767383773,content_based,3e43e6105506432c953e165fb2acf44c,13,casa_construcao
829002c1d5f40820ebbc6ecd4bcdf3ab,2.7331836767383773,content_based,3e43e6105506432c953e165fb2acf44c,13,casa_construcao
ed01ede241c5149867b22ad7f03cba44,2.7331836767383773,content_based,3e43e6105506432c953e165fb2acf44c,13,casa_construcao
9206d854259f0baf2b1c76d63c04e673,2.7331836767383773,content_based,3e43e6105506432c953e165fb2acf44c,13,casa_construcao
4d88bf79cfba786c4f220da5869dbd0b,2.7331836767383773,content_based,3e43e6105506432c953e165fb2acf44c,13,cool_stuff
33fb5f691f9219b5d60d856191aea6a4,2.7331836767383773,content_based,3e43e6105506432c953e165fb2acf44c,13,bebes
51f3e4065d72846204cb4f46d8d241cf,2.7331836767383773,content_based,3e43e6105506432c953e165fb2acf44c,13,eletroportateis
dde7139085b54e2ea1771a2f9964d344,2.7331836767383773,content_based,3e43e6105506432c953e165fb2acf44c,13,esporte_lazer
fbbccb1d65066d96ce4cc9edef2f5a0a,2.7331836767383773,content_based,3e43e6105506432c953e165fb2acf44c,13,pet_shop
820fa146b7ccfe19c80e999cf4a77668,2.7331836767383773,content_based,3e43e6105506432c953e165fb2acf44c,13,casa_construcao
d979289e78afc0a6bee40e1f9dabe520,2.7331836767383773,content_based,3e43e6105506432c953e165fb2acf44c,13,casa_construcao
8852d1878bd27d8e1fe4e403c2a0100d,2.7331836767383773,content_based,3e43e6105506432c953e165fb2acf44c,13,climatizacao
8f182b62914de7e1eac12f09b125e9a6,2.7331836767383773,content_based,3e43e6105506432c953e165fb2acf44c,13,casa_construcao
1ff07d822435ad0061151419f62e51aa,2.7331836767383773,content_based,3e43e6105506432c953e165fb2acf44c,13,climatizacao
18f968379c4898b794fcf83f317ba60e,2.7331836767383773,content_based,3e43e6105506432c953e165fb2acf44c,13,malas_acessorios
73a6530caef9511c04711d12dcef551c,2.7331836767383773,content_based,3e43e6105506432c953e165fb2acf44c,13,moveis_escritorio
00d2add85b1f5aba6bb3d5d977314e25,2.733183676738377,content_based,3e43e6105506432c953e165fb2acf44c,13,casa_construcao
a4bc24bcb44abb54f2f6214991dcdab0,2.6705189664916653,content_based,3e43e6105506432c953e165fb2acf44c,13,utilidades_domesticas
15c2f1db81672725401439acc4872622,2.6705189664916653,content_based,3e43e6105506432c953e165fb2acf44c,13,utilidades_domesticas
fdf9ec5852bb18d630e683e3c796972d,2.6705189664916653,content_based,3e43e6105506432c953e165fb2acf44c,13,utilidades_domesticas
7945bb528c42095fccdf46321742afce,2.6705189664916653,content_based,3e43e6105506432c953e165fb2acf44c,13,utilidades_domesticas
