product_id,personalized_score,final_score,diversity_score,strategy,category,source_count,avg_price,avg_review_score,sales_count,unique_user_id,user_type,has_cached_candidates
76af9e7b28825784063eef745c2bb63a,4.130002669820761,1.12,1.12,new_user_content_diverse,utilidades_domesticas,,168.9,5.0,2.0,f943d7adeee313c967502ddd266af4ac,new_user,False
0f0d29cc7928e6e5d01afaa32e77c1e0,4.130002669820761,1.1033684210526318,0.9833684210526318,new_user_content_diverse,utilidades_domesticas,,224.0,5.0,1.0,f943d7adeee313c967502ddd266af4ac,new_user,False
50e08517d3e71a6c24abf633e8d88ca1,4.130002669820761,1.0507368421052632,0.7507368421052631,new_user_content_diverse,utilidades_domesticas,,235.0,5.0,1.0,f943d7adeee313c967502ddd266af4ac,new_user,False
cd1615dec63f54ce1d2f0b4ad00d741b,4.130002669820761,0.9981052631578947,0.6981052631578948,new_user_content_diverse,utilidades_domesticas,,189.9,5.0,1.0,f943d7adeee313c967502ddd266af4ac,new_user,False
e493c5e2a707b9eb0f6d01041c86856e,4.130002669820761,0.9454736842105264,0.6454736842105264,new_user_content_diverse,utilidades_domesticas,,179.9,5.0,1.0,f943d7adeee313c967502ddd266af4ac,new_user,False
683f5eb77d76cc28e35f087731199974,4.130002669820761,0.892842105263158,0.5928421052631581,new_user_content_diverse,utilidades_domesticas,,187.85,5.0,1.0,f943d7adeee313c967502ddd266af4ac,new_user,False
a7ae89769bab33a607946e0fb4a9c7c9,4.130002669820761,0.8402105263157895,0.5402105263157895,new_user_content_diverse,utilidades_domesticas,,99.0,5.0,1.0,f943d7adeee313c967502ddd266af4ac,new_user,False
03613e666b3919a3e807eac45a8f2731,4.130002669820761,0.787578947368421,0.48757894736842106,new_user_content_diverse,utilidades_domesticas,,147.0,5.0,1.0,f943d7adeee313c967502ddd266af4ac,new_user,False
e2095018c250b68d73a98ba81f1e5f59,4.130002669820761,0.7349473684210527,0.4349473684210527,new_user_content_diverse,utilidades_domesticas,,108.0,5.0,1.0,f943d7adeee313c967502ddd266af4ac,new_user,False
894d3a43c12eefa5d5bf7e9d68520b68,4.130002669820761,0.6823157894736843,0.38231578947368433,new_user_content_diverse,utilidades_domesticas,,66.6,5.0,1.0,f943d7adeee313c967502ddd266af4ac,new_user,False
