product_id,personalized_score,final_score,diversity_score,strategy,category,source_count,unique_user_id,user_type,has_cached_candidates,avg_price,avg_review_score,sales_count
aca2eb7d00ea1a7b8ebd4e68314663af,,,,global_fallback,moveis_decoracao,,4d9deef78d8ce98fac506b32b9021ce5,new_user,False,,,
99a4788cb24856965c36a24e339b6058,,,,global_fallback,cama_mesa_banho,,4d9deef78d8ce98fac506b32b9021ce5,new_user,False,,,
422879e10f46682990de24d770e7f83d,,,,global_fallback,ferramentas_jardim,,4d9deef78d8ce98fac506b32b9021ce5,new_user,False,,,
389d119b48cf3043d311335e499d9c6b,,,,global_fallback,ferramentas_jardim,,4d9deef78d8ce98fac506b32b9021ce5,new_user,False,,,
368c6c730842d78016ad823897a372db,,,,global_fallback,ferramentas_jardim,,4d9deef78d8ce98fac506b32b9021ce5,new_user,False,,,
53759a2ecddad2bb87a079a1f1519f73,,,,global_fallback,ferramentas_jardim,,4d9deef78d8ce98fac506b32b9021ce5,new_user,False,,,
d1c427060a0f73f6b889a5c7c61f2ac4,,,,global_fallback,informatica_acessorios,,4d9deef78d8ce98fac506b32b9021ce5,new_user,False,,,
53b36df67ebb7c41585e8d54d6772e08,,,,global_fallback,relogios_presentes,,4d9deef78d8ce98fac506b32b9021ce5,new_user,False,,,
154e7e31ebfa092203795c972e5804a6,,,,global_fallback,beleza_saude,,4d9deef78d8ce98fac506b32b9021ce5,new_user,False,,,
3dd2a17168ec895c781a9191c1e95ad7,,,,global_fallback,informatica_acessorios,,4d9deef78d8ce98fac506b32b9021ce5,new_user,False,,,
f4f67ccaece962d013a4e1d7dc3a61f7,1.0,1.1,1.1,high_value_hybrid_diverse,automotivo,1.0,4d9e104764077f7dfae917c7cc803212,high_value_user,False,234.639286,4.4107,56.0
4fcb3d9a5f4871e8362dfedbdb02b064,0.9743589743589743,1.0333333333333334,0.9533333333333335,high_value_hybrid_diverse,automotivo,1.0,4d9e104764077f7dfae917c7cc803212,high_value_user,False,144.037079,4.3182,89.0
