product_id,personalized_score,final_score,diversity_score,strategy,category,source_count,unique_user_id,user_type,has_cached_candidates,avg_price,avg_review_score,sales_count
aca2eb7d00ea1a7b8ebd4e68314663af,,,,global_fallback,moveis_decoracao,,81b6c19bee3e72e8cdec6bfa0cc6b4ac,high_value_user,False,,,
99a4788cb24856965c36a24e339b6058,,,,global_fallback,cama_mesa_banho,,81b6c19bee3e72e8cdec6bfa0cc6b4ac,high_value_user,False,,,
422879e10f46682990de24d770e7f83d,,,,global_fallback,ferramentas_jardim,,81b6c19bee3e72e8cdec6bfa0cc6b4ac,high_value_user,False,,,
389d119b48cf3043d311335e499d9c6b,,,,global_fallback,ferramentas_jardim,,81b6c19bee3e72e8cdec6bfa0cc6b4ac,high_value_user,False,,,
368c6c730842d78016ad823897a372db,,,,global_fallback,ferramentas_jardim,,81b6c19bee3e72e8cdec6bfa0cc6b4ac,high_value_user,False,,,
53759a2ecddad2bb87a079a1f1519f73,,,,global_fallback,ferramentas_jardim,,81b6c19bee3e72e8cdec6bfa0cc6b4ac,high_value_user,False,,,
d1c427060a0f73f6b889a5c7c61f2ac4,,,,global_fallback,informatica_acessorios,,81b6c19bee3e72e8cdec6bfa0cc6b4ac,high_value_user,False,,,
53b36df67ebb7c41585e8d54d6772e08,,,,global_fallback,relogios_presentes,,81b6c19bee3e72e8cdec6bfa0cc6b4ac,high_value_user,False,,,
154e7e31ebfa092203795c972e5804a6,,,,global_fallback,beleza_saude,,81b6c19bee3e72e8cdec6bfa0cc6b4ac,high_value_user,False,,,
3dd2a17168ec895c781a9191c1e95ad7,,,,global_fallback,informatica_acessorios,,81b6c19bee3e72e8cdec6bfa0cc6b4ac,high_value_user,False,,,
aca2eb7d00ea1a7b8ebd4e68314663af,,,,global_fallback,moveis_decoracao,,81b72ea18e532f09927886cfb8966ef1,new_user,False,,,
99a4788cb24856965c36a24e339b6058,,,,global_fallback,cama_mesa_banho,,81b72ea18e532f09927886cfb8966ef1,new_user,False,,,
422879e10f46682990de24d770e7f83d,,,,global_fallback,ferramentas_jardim,,81b72ea18e532f09927886cfb8966ef1,new_user,False,,,
389d119b48cf3043d311335e499d9c6b,,,,global_fallback,ferramentas_jardim,,81b72ea18e532f09927886cfb8966ef1,new_user,False,,,
368c6c730842d78016ad823897a372db,,,,global_fallback,ferramentas_jardim,,81b72ea18e532f09927886cfb8966ef1,new_user,False,,,
53759a2ecddad2bb87a079a1f1519f73,,,,global_fallback,ferramentas_jardim,,81b72ea18e532f09927886cfb8966ef1,new_user,False,,,
d1c427060a0f73f6b889a5c7c61f2ac4,,,,global_fallback,informatica_acessorios,,81b72ea18e532f09927886cfb8966ef1,new_user,False,,,
53b36df67ebb7c41585e8d54d6772e08,,,,global_fallback,relogios_presentes,,81b72ea18e532f09927886cfb8966ef1,new_user,False,,,
154e7e31ebfa092203795c972e5804a6,,,,global_fallback,beleza_saude,,81b72ea18e532f09927886cfb8966ef1,new_user,False,,,
3dd2a17168ec895c781a9191c1e95ad7,,,,global_fallback,informatica_acessorios,,81b72ea18e532f09927886cfb8966ef1,new_user,False,,,
43d2e0df7224cb1c252c23cf36d597ad,4.101000931730307,1.1560000000000001,1.1560000000000001,new_user_content_diverse,bebes,,81b78a4d236acd0b23c624452064fcba,new_user,False,157.89,5.0,1.0
5418df20cd587e12212d54c1d5d990fb,4.101000931730307,1.0673684210526317,0.9473684210526317,new_user_content_diverse,bebes,,81b78a4d236acd0b23c624452064fcba,new_user,False,163.89,4.5,2.0
2b703ec635a9868dc7da64dda15cd828,4.101000931730307,1.0147368421052632,0.7147368421052631,new_user_content_diverse,bebes,,81b78a4d236acd0b23c624452064fcba,new_user,False,160.0,4.6667,3.0
5343876e3ae357d3e47e3bf3c89dfc86,4.101000931730307,0.9981052631578947,0.6981052631578948,new_user_content_diverse,bebes,,81b78a4d236acd0b23c624452064fcba,new_user,False,139.0,5.0,1.0
acdaf46074ae1723068d6b19e559a5f7,4.101000931730307,0.9454736842105264,0.6454736842105264,new_user_content_diverse,bebes,,81b78a4d236acd0b23c624452064fcba,new_user,False,71.99,5.0,1.0
2be42830d259637be25f3290e0495f5d,4.101000931730307,0.892842105263158,0.5928421052631581,new_user_content_diverse,bebes,,81b78a4d236acd0b23c624452064fcba,new_user,False,250.0,5.0,1.0
c55c23548ed13b6e14bb2e516180f83c,4.101000931730307,0.8042105263157895,0.5042105263157894,new_user_content_diverse,bebes,,81b78a4d236acd0b23c624452064fcba,new_user,False,28.0,5.0,2.0
6c222e25e3d3c28a643590b836585b4e,4.101000931730307,0.751578947368421,0.451578947368421,new_user_content_diverse,bebes,,81b78a4d236acd0b23c624452064fcba,new_user,False,190.0,5.0,2.0
e56331a76de436e89a803efd4738a7df,4.101000931730307,0.6589473684210526,0.3589473684210526,new_user_content_diverse,bebes,,81b78a4d236acd0b23c624452064fcba,new_user,False,149.9,4.0,2.0
1fd10191b0bcd5aa4020c0721372510c,4.101000931730307,0.6463157894736843,0.3463157894736843,new_user_content_diverse,bebes,,81b78a4d236acd0b23c624452064fcba,new_user,False,293.333333,4.6667,3.0
88bd8458fdc2ceec3e71ef1d867a7b45,1.2003829163434006,1.08,1.08,new_user_content_diverse,telefonia,,81b8cf2a9fcf007493164ed578c25a92,new_user,False,13.22,3.5556,9.0
c35498fbb4358837ae16850f50c3fd22,1.2003829163434003,1.0273684210526317,0.9073684210526317,new_user_content_diverse,telefonia,,81b8cf2a9fcf007493164ed578c25a92,new_user,False,73.454545,3.4545,11.0
1871f846d88e6b0632e1058b61d35964,1.2003829163434003,0.9747368421052631,0.6747368421052631,new_user_content_diverse,telefonia,,81b8cf2a9fcf007493164ed578c25a92,new_user,False,45.975,3.1667,12.0
86ecc269de40ba13205e7beeee12f26f,1.2003829163434003,0.9221052631578947,0.6221052631578947,new_user_content_diverse,telefonia,,81b8cf2a9fcf007493164ed578c25a92,new_user,False,29.656667,2.6667,12.0
b6bdebb92f595f00c73bd42e0e3a8517,1.2003829163434003,0.8694736842105263,0.5694736842105264,new_user_content_diverse,telefonia,,81b8cf2a9fcf007493164ed578c25a92,new_user,False,25.99,2.8571,7.0
70120d2f9b9193aa0030342072d8adec,1.2003829163434003,0.8168421052631579,0.516842105263158,new_user_content_diverse,telefonia,,81b8cf2a9fcf007493164ed578c25a92,new_user,False,36.138333,2.5455,12.0
52e5fdcb5e51164483d584c75bd3a478,1.2003829163434003,0.7642105263157895,0.46421052631578946,new_user_content_diverse,telefonia,,81b8cf2a9fcf007493164ed578c25a92,new_user,False,29.01,3.4667,15.0
bf128711128b70eaa9e07df69e9a75e2,1.2003829163434003,0.711578947368421,0.411578947368421,new_user_content_diverse,telefonia,,81b8cf2a9fcf007493164ed578c25a92,new_user,False,119.99,3.4545,11.0
f20a14d45e85b05ef554d10d7283f7da,1.2003829163434003,0.6589473684210526,0.3589473684210526,new_user_content_diverse,telefonia,,81b8cf2a9fcf007493164ed578c25a92,new_user,False,41.528462,3.2308,13.0
a0cb23ea9b98f51407ac7bd1fcd29c2e,1.2003829163434003,0.6063157894736843,0.30631578947368426,new_user_content_diverse,telefonia,,81b8cf2a9fcf007493164ed578c25a92,new_user,False,23.031818,3.0,11.0
aca2eb7d00ea1a7b8ebd4e68314663af,,,,global_fallback,moveis_decoracao,,81ba91c294c42c45926e79a6527b8c66,new_user,False,,,
99a4788cb24856965c36a24e339b6058,,,,global_fallback,cama_mesa_banho,,81ba91c294c42c45926e79a6527b8c66,new_user,False,,,
422879e10f46682990de24d770e7f83d,,,,global_fallback,ferramentas_jardim,,81ba91c294c42c45926e79a6527b8c66,new_user,False,,,
