product_id,personalized_score,final_score,diversity_score,strategy,category,source_count,unique_user_id,user_type,has_cached_candidates,avg_price,avg_review_score,sales_count
aca2eb7d00ea1a7b8ebd4e68314663af,,,,global_fallback,moveis_decoracao,,e775b16ae9ab052b428b08919c54f623,new_user,False,,,
99a4788cb24856965c36a24e339b6058,,,,global_fallback,cama_mesa_banho,,e775b16ae9ab052b428b08919c54f623,new_user,False,,,
422879e10f46682990de24d770e7f83d,,,,global_fallback,ferramentas_jardim,,e775b16ae9ab052b428b08919c54f623,new_user,False,,,
389d119b48cf3043d311335e499d9c6b,,,,global_fallback,ferramentas_jardim,,e775b16ae9ab052b428b08919c54f623,new_user,False,,,
368c6c730842d78016ad823897a372db,,,,global_fallback,ferramentas_jardim,,e775b16ae9ab052b428b08919c54f623,new_user,False,,,
53759a2ecddad2bb87a079a1f1519f73,,,,global_fallback,ferramentas_jardim,,e775b16ae9ab052b428b08919c54f623,new_user,False,,,
d1c427060a0f73f6b889a5c7c61f2ac4,,,,global_fallback,informatica_acessorios,,e775b16ae9ab052b428b08919c54f623,new_user,False,,,
53b36df67ebb7c41585e8d54d6772e08,,,,global_fallback,relogios_presentes,,e775b16ae9ab052b428b08919c54f623,new_user,False,,,
154e7e31ebfa092203795c972e5804a6,,,,global_fallback,beleza_saude,,e775b16ae9ab052b428b08919c54f623,new_user,False,,,
3dd2a17168ec895c781a9191c1e95ad7,,,,global_fallback,informatica_acessorios,,e775b16ae9ab052b428b08919c54f623,new_user,False,,,
dc881ef926ca402063ea142afc83874c,4.117688899364489,1.08,1.08,new_user_content_diverse,cool_stuff,,e775c778b71318378072fdfa7630195e,new_user,False,88.804375,4.0,16.0
5328338cfaa16ba10561cd970c73ca11,4.117688899364489,1.0673684210526317,0.9473684210526317,new_user_content_diverse,cool_stuff,,e775c778b71318378072fdfa7630195e,new_user,False,200.114286,4.5143,35.0
6413f7a28e149a324c4a914000399fb2,4.117688899364489,0.9747368421052631,0.6747368421052631,new_user_content_diverse,cool_stuff,,e775c778b71318378072fdfa7630195e,new_user,False,143.46619,4.0,21.0
0e87ff05afa3ddd73b7920ff4587e0a4,4.117688899364489,0.9621052631578947,0.6621052631578948,new_user_content_diverse,cool_stuff,,e775c778b71318378072fdfa7630195e,new_user,False,212.0,4.4444,9.0
fe6a9515d655fa7936b8a7c841039f34,4.117688899364489,0.9094736842105263,0.6094736842105264,new_user_content_diverse,cool_stuff,,e775c778b71318378072fdfa7630195e,new_user,False,250.4,4.225,40.0
817e1c2d22418c36386406ccacfa53e8,4.117688899364489,0.5789473684210527,0.5789473684210527,new_user_content_diverse,moveis_decoracao,,e775c778b71318378072fdfa7630195e,new_user,False,163.6875,4.1613,32.0
