product_id,personalized_score,final_score,diversity_score,strategy,category,source_count,avg_price,avg_review_score,sales_count,unique_user_id,user_type,has_cached_candidates
50d77758742285ff49f340ebdf0df5a7,3.9254314743776475,1.12,1.12,new_user_content_diverse,eletrodomesticos,,26.458824,4.4667,17.0,2b8f30046f8da2c3e6e3abefdd0527a3,new_user,False
37470d84427730445b3b251bb796d528,3.9254314743776475,1.0273684210526317,0.9073684210526317,new_user_content_diverse,eletrodomesticos,,56.875,4.0,8.0,2b8f30046f8da2c3e6e3abefdd0527a3,new_user,False
d65f3ccead8c91ecca73fb775ee50cc8,3.9254314743776475,1.0147368421052632,0.7147368421052631,new_user_content_diverse,eletrodomesticos,,16.6,5.0,3.0,2b8f30046f8da2c3e6e3abefdd0527a3,new_user,False
b30d7b0adcdc4a117f455472548155ec,3.925431474377647,0.9621052631578947,0.6621052631578948,new_user_content_diverse,eletrodomesticos,,118.426,4.7333,15.0,2b8f30046f8da2c3e6e3abefdd0527a3,new_user,False
d66c729cd3b64c98515a18898c6b65c3,3.925431474377647,0.8694736842105263,0.5694736842105264,new_user_content_diverse,eletrodomesticos,,21.175,4.0,8.0,2b8f30046f8da2c3e6e3abefdd0527a3,new_user,False
7cdd05e9483aff93c2c0a41cceb9b445,3.925431474377647,0.856842105263158,0.556842105263158,new_user_content_diverse,eletrodomesticos,,10.0,5.0,6.0,2b8f30046f8da2c3e6e3abefdd0527a3,new_user,False
50c3b0ec236af400b6113521763e34ce,3.925431474377647,0.8042105263157895,0.5042105263157894,new_user_content_diverse,eletrodomesticos,,33.6,5.0,4.0,2b8f30046f8da2c3e6e3abefdd0527a3,new_user,False
081cac4fc215928a462eb2c06a14dffe,3.925431474377647,0.751578947368421,0.451578947368421,new_user_content_diverse,eletrodomesticos,,34.2,4.6,5.0,2b8f30046f8da2c3e6e3abefdd0527a3,new_user,False
115d882d50c476a481e899b79aca6174,3.925431474377647,0.6989473684210527,0.39894736842105266,new_user_content_diverse,eletrodomesticos,,27.0,5.0,3.0,2b8f30046f8da2c3e6e3abefdd0527a3,new_user,False
be837f2e0152a208d4386f4126d5bd7c,3.925431474377647,0.6463157894736843,0.3463157894736843,new_user_content_diverse,eletrodomesticos,,32.816667,4.3611,36.0,2b8f30046f8da2c3e6e3abefdd0527a3,new_user,False
b0c8da302d49498d2ce6be8c631e4e20,4.082695411806024,1.12,1.12,new_user_content_diverse,informatica_acessorios,,60.154545,4.2424,33.0,2b8fa097e611594e71a06a99db69beb0,new_user,False
e5ae72c62ebfa708624f5029d609b160,4.082695411806024,1.0273684210526317,0.9073684210526317,new_user_content_diverse,informatica_acessorios,,62.378158,4.1579,38.0,2b8fa097e611594e71a06a99db69beb0,new_user,False
64fb13596caf118c438edc5c6ed2d50a,4.082695411806024,1.0147368421052632,0.7147368421052631,new_user_content_diverse,informatica_acessorios,,86.746667,4.2069,30.0,2b8fa097e611594e71a06a99db69beb0,new_user,False
93a12c289ca2b78e7069e469f5053ef2,4.082695411806024,0.9221052631578947,0.6221052631578947,new_user_content_diverse,informatica_acessorios,,136.1,3.7143,35.0,2b8fa097e611594e71a06a99db69beb0,new_user,False
1612209b0b37fbe80e1e8e1b7d19ca1d,4.082695411806024,0.9094736842105263,0.6094736842105264,new_user_content_diverse,informatica_acessorios,,99.230769,4.2692,26.0,2b8fa097e611594e71a06a99db69beb0,new_user,False
08a58dc963320d6073623382b9ceb920,4.082695411806024,0.8168421052631579,0.516842105263158,new_user_content_diverse,informatica_acessorios,,128.459459,4.0811,37.0,2b8fa097e611594e71a06a99db69beb0,new_user,False
909b87db6cb3a7ab26bd03cc59860136,4.082695411806024,0.7642105263157895,0.46421052631578946,new_user_content_diverse,informatica_acessorios,,39.972222,3.9167,36.0,2b8fa097e611594e71a06a99db69beb0,new_user,False
88dd63919fc9ab693803578a04a20209,4.082695411806024,0.711578947368421,0.411578947368421,new_user_content_diverse,informatica_acessorios,,36.07,3.96,50.0,2b8fa097e611594e71a06a99db69beb0,new_user,False
060c17562f97e5bb60bc0dfa4dd5b3f2,4.082695411806024,0.6989473684210527,0.39894736842105266,new_user_content_diverse,informatica_acessorios,,24.937368,4.4474,38.0,2b8fa097e611594e71a06a99db69beb0,new_user,False
ee6c49af1a2de55aa0e076257ab4ab99,4.082695411806024,0.6063157894736843,0.30631578947368426,new_user_content_diverse,informatica_acessorios,,145.714444,3.7308,27.0,2b8fa097e611594e71a06a99db69beb0,new_user,False
95d4404184aa5ce72e590362cc471d62,4.0124296802711195,1.12,1.12,new_user_content_diverse,cama_mesa_banho,,64.9,5.0,2.0,2b91bb4588971e47d6555d038dcbc192,new_user,False
ecfb5255f55715e1faec3e6a316da6c3,4.0124296802711195,1.0673684210526317,0.9473684210526317,new_user_content_diverse,cama_mesa_banho,,64.9,5.0,2.0,2b91bb4588971e47d6555d038dcbc192,new_user,False
