product_id,personalized_score,final_score,diversity_score,strategy,category,source_count,unique_user_id,user_type,has_cached_candidates,avg_price,avg_review_score,sales_count
aca2eb7d00ea1a7b8ebd4e68314663af,,,,global_fallback,moveis_decoracao,,96c3c1f974629f2fd7f4f5abfa5abde6,new_user,False,,,
99a4788cb24856965c36a24e339b6058,,,,global_fallback,cama_mesa_banho,,96c3c1f974629f2fd7f4f5abfa5abde6,new_user,False,,,
422879e10f46682990de24d770e7f83d,,,,global_fallback,ferramentas_jardim,,96c3c1f974629f2fd7f4f5abfa5abde6,new_user,False,,,
389d119b48cf3043d311335e499d9c6b,,,,global_fallback,ferramentas_jardim,,96c3c1f974629f2fd7f4f5abfa5abde6,new_user,False,,,
368c6c730842d78016ad823897a372db,,,,global_fallback,ferramentas_jardim,,96c3c1f974629f2fd7f4f5abfa5abde6,new_user,False,,,
53759a2ecddad2bb87a079a1f1519f73,,,,global_fallback,ferramentas_jardim,,96c3c1f974629f2fd7f4f5abfa5abde6,new_user,False,,,
d1c427060a0f73f6b889a5c7c61f2ac4,,,,global_fallback,informatica_acessorios,,96c3c1f974629f2fd7f4f5abfa5abde6,new_user,False,,,
53b36df67ebb7c41585e8d54d6772e08,,,,global_fallback,relogios_presentes,,96c3c1f974629f2fd7f4f5abfa5abde6,new_user,False,,,
154e7e31ebfa092203795c972e5804a6,,,,global_fallback,beleza_saude,,96c3c1f974629f2fd7f4f5abfa5abde6,new_user,False,,,
3dd2a17168ec895c781a9191c1e95ad7,,,,global_fallback,informatica_acessorios,,96c3c1f974629f2fd7f4f5abfa5abde6,new_user,False,,,
34dabb8af33b3756cf72df05fb327011,0.8421052631578947,1.08,1.08,high_value_hybrid_diverse,tablets_impressao_imagem,1.0,96c42b365616dfda79efe9552891c780,high_value_user,False,77.185,4.15,20.0
6bbe55cf8f85c87b6eebb775a53402f4,0.7894736842105263,0.83,0.75,high_value_hybrid_diverse,tablets_impressao_imagem,1.0,96c42b365616dfda79efe9552891c780,high_value_user,False,76.471515,4.0606,33.0
ccadfeab525a9eb1569983b66e5075c4,0.736842105263158,0.56,0.56,high_value_hybrid_diverse,fashion_bolsas_e_acessorios,1.0,96c42b365616dfda79efe9552891c780,high_value_user,False,85.060606,4.1212,33.0
44d097d59e8430f88a67517cd0c4f865,0.6842105263157895,0.29,0.20999999999999996,high_value_hybrid_diverse,fashion_bolsas_e_acessorios,1.0,96c42b365616dfda79efe9552891c780,high_value_user,False,69.0,4.4194,31.0
b38b25d838ae0b8385e8cc68b9017644,0.5263157894736843,0.1,0.1,high_value_hybrid_diverse,beleza_saude,1.0,96c42b365616dfda79efe9552891c780,high_value_user,False,160.28125,4.2903,32.0
aca2eb7d00ea1a7b8ebd4e68314663af,,,,global_fallback,moveis_decoracao,,96c42b365616dfda79efe9552891c780,high_value_user,False,,,
